gene	category	row_splits
AT1G08570.TAIR10	train	train,validation
AT1G08580.TAIR10	train	train
AT1G08590.TAIR10	train	train
AT1G08600.TAIR10	train	train
AT1G08610.TAIR10	validation	validation
AT1G08620.TAIR10	train	train,validation
AT1G08630.TAIR10	train	train
AT1G08640.TAIR10	train	train
AT1G08650.TAIR10	train	train
AT1G08660.TAIR10	train	train
AT1G08670.TAIR10	train	train
AT1G08680.TAIR10	train	train
AT1G08695.TAIR10	test	test
AT1G08700.TAIR10	test	test
AT1G08710.TAIR10	train	train
AT1G08720.TAIR10	train	train
AT1G08730.TAIR10	train	train
AT1G08750.TAIR10	train	train
AT1G08760.TAIR10	train	train
AT1G08770.TAIR10	test	test
AT1G08780.TAIR10	train	train
AT1G08790.TAIR10	train	train
AT1G08800.TAIR10	train	train
AT1G08810.TAIR10	train	train
AT1G08820.TAIR10	train	train
AT1G08830.TAIR10	train	train,validation
AT1G08840.TAIR10	train	test,train
AT1G08845.TAIR10	train	train
AT1G08860.TAIR10	train	train
AT1G08880.TAIR10	train	train
AT1G08890.TAIR10	train	train
AT1G08900.TAIR10	train	test,train
AT1G08910.TAIR10	train	train
AT1G08920.TAIR10	train	train
AT1G08930.TAIR10	train	train
AT1G08940.TAIR10	test	test
AT1G08960.TAIR10	test	test
AT1G08970.TAIR10	train	train
AT1G08980.TAIR10	test	test
AT1G08985.TAIR10	train	train
AT1G08990.TAIR10	train	train
AT1G09000.TAIR10	validation	validation
AT1G09010.TAIR10	train	train
AT1G09020.TAIR10	train	train
AT1G09026.TAIR10	train	train
AT1G09030.TAIR10	train	train
AT1G09040.TAIR10	train	train
AT1G09050.TAIR10	validation	validation
AT1G09060.TAIR10	train	test,train
AT1G09070.TAIR10	test	test
AT1G09080.TAIR10	train	test,train
AT1G09090.TAIR10	train	test,train
AT1G09100.TAIR10	train	train
AT1G09130.TAIR10	train	train
AT1G09140.TAIR10	train	train
AT1G09150.TAIR10	train	train
AT1G09155.TAIR10	train	train
AT1G09157.TAIR10	test	test
AT1G09160.TAIR10	train	train
AT1G09170.TAIR10	train	train
AT1G09176.TAIR10	test	test
AT1G09180.TAIR10	validation	validation
AT1G09190.TAIR10	validation	validation
AT1G09195.TAIR10	train	train,validation
AT1G09200.TAIR10	train	train
AT1G09210.TAIR10	test	test
AT1G09220.TAIR10	train	train
AT1G09230.TAIR10	train	train
AT1G09240.TAIR10	test	test
AT1G09245.TAIR10	train	train
AT1G09250.TAIR10	train	train
AT1G09260.TAIR10	train	train
AT1G09270.TAIR10	validation	test,validation
AT1G09280.TAIR10	train	train
AT1G09290.TAIR10	train	train
AT1G09300.TAIR10	train	test,train
AT1G09310.TAIR10	validation	validation
AT1G09320.TAIR10	validation	validation
AT1G09330.TAIR10	train	train
AT1G09340.TAIR10	test	test
AT1G09350.TAIR10	train	train
AT1G09360.TAIR10	train	train
AT1G09370.TAIR10	validation	validation
AT1G09380.TAIR10	train	train
AT1G09390.TAIR10	train	train
AT1G09400.TAIR10	train	train
AT1G09410.TAIR10	train	train
AT1G09415.TAIR10	test	test
AT1G09420.TAIR10	validation	test,validation
AT1G09430.TAIR10	train	train
AT1G09440.TAIR10	train	train
AT1G09450.TAIR10	train	train
AT1G09460.TAIR10	validation	validation
AT1G09470.TAIR10	train	train,validation
AT1G09480.TAIR10	train	train
AT1G09483.TAIR10	train	train
AT1G09490.TAIR10	train	train
AT1G09500.TAIR10	train	train
AT1G09510.TAIR10	test	test
AT1G09520.TAIR10	test	test
AT1G09530.TAIR10	train	train
AT1G09540.TAIR10	train	train
AT1G09550.TAIR10	test	test
AT1G09560.TAIR10	train	train
AT1G09570.TAIR10	train	train
AT1G09575.TAIR10	train	train
AT1G09580.TAIR10	train	train
AT1G09590.TAIR10	test	test
AT1G09600.TAIR10	train	train
AT1G09610.TAIR10	train	train
AT1G09620.TAIR10	train	train
AT1G09625.TAIR10	test	test
AT1G09630.TAIR10	train	train
AT1G09640.TAIR10	train	train
AT1G09645.TAIR10	train	train
AT1G09650.TAIR10	train	train
AT1G09660.TAIR10	train	train
AT1G09665.TAIR10	train	train
AT1G09680.TAIR10	train	train
AT1G09690.TAIR10	train	train
AT1G09700.TAIR10	test	test
AT1G09710.TAIR10	train	train
AT1G09720.TAIR10	validation	validation
AT1G09730.TAIR10	train	train
AT1G09740.TAIR10	test	test
AT1G09750.TAIR10	train	train
AT1G09760.TAIR10	validation	validation
AT1G09770.TAIR10	train	train
AT1G09780.TAIR10	train	train
AT1G09790.TAIR10	train	train
AT1G09794.TAIR10	train	train
AT1G09795.TAIR10	train	train
AT1G09800.TAIR10	test	test
AT1G09810.TAIR10	train	train
AT1G09812.TAIR10	validation	validation
AT1G09815.TAIR10	validation	validation
AT1G09820.TAIR10	test	test
AT1G09830.TAIR10	validation	validation
AT1G09840.TAIR10	train	train
AT1G09850.TAIR10	test	test
AT1G09860.TAIR10	train	train
AT1G09870.TAIR10	train	train
AT1G09880.TAIR10	test	test
AT1G09890.TAIR10	train	train
AT1G09900.TAIR10	validation	validation
AT1G09910.TAIR10	train	train
AT1G09920.TAIR10	validation	validation
AT1G09930.TAIR10	train	train
AT1G09932.TAIR10	train	train
AT1G09935.TAIR10	train	train
AT1G09940.TAIR10	train	train
AT1G09950.TAIR10	train	train
AT1G09960.TAIR10	train	train
AT1G09970.TAIR10	train	test,train
AT1G09980.TAIR10	train	train,validation
AT1G09995.TAIR10	train	train
AT1G10000.TAIR10	train	train
AT1G10010.TAIR10	train	train
AT1G10020.TAIR10	train	train
AT1G10030.TAIR10	test	test
AT1G10040.TAIR10	train	train
AT1G10050.TAIR10	test	test
AT1G10060.TAIR10	train	train
AT1G10070.TAIR10	train	train,validation
AT1G10090.TAIR10	train	train
AT1G10095.TAIR10	validation	validation
AT1G10100.TAIR10	train	train
AT1G10110.TAIR10	validation	validation
AT1G10120.TAIR10	train	train
AT1G10130.TAIR10	train	train
AT1G10140.TAIR10	train	train
AT1G10150.TAIR10	train	train
AT1G10155.TAIR10	train	train
AT1G10170.TAIR10	validation	validation
AT1G10180.TAIR10	test	test
AT1G10190.TAIR10	test	test
AT1G10200.TAIR10	train	train
AT1G10210.TAIR10	train	train
AT1G10220.TAIR10	train	train
AT1G10230.TAIR10	train	train
AT1G10240.TAIR10	train	train
AT1G10250.TAIR10	test	test
AT1G10270.TAIR10	train	train
AT1G10280.TAIR10	train	train
AT1G10290.TAIR10	train	train
AT1G10300.TAIR10	train	train
AT1G10310.TAIR10	train	train
AT1G10320.TAIR10	train	train
AT1G10330.TAIR10	train	train
AT1G10340.TAIR10	train	train
AT1G10350.TAIR10	train	train
AT1G10360.TAIR10	train	train
AT1G10370.TAIR10	train	train
AT1G10380.TAIR10	train	train
AT1G10385.TAIR10	train	train
AT1G10390.TAIR10	train	test,train
AT1G10400.TAIR10	validation	validation
AT1G10410.TAIR10	validation	validation
AT1G10417.TAIR10	train	train
AT1G10430.TAIR10	train	train
AT1G10450.TAIR10	train	train
AT1G10455.TAIR10	train	train
AT1G10460.TAIR10	train	train
AT1G10470.TAIR10	train	train
AT1G10480.TAIR10	train	train
AT1G10490.TAIR10	train	train
AT1G10500.TAIR10	validation	validation
AT1G10510.TAIR10	train	train
AT1G10520.TAIR10	train	train
AT1G10522.TAIR10	train	train
AT1G10530.TAIR10	test	test
AT1G10540.TAIR10	train	train
AT1G10550.TAIR10	train	train
AT1G10560.TAIR10	train	train
AT1G10570.TAIR10	train	train
AT1G10580.TAIR10	test	test
AT1G10585.TAIR10	train	train
AT1G10586.TAIR10	train	train,validation
AT1G10588.TAIR10	train	train
AT1G10590.TAIR10	train	train
AT1G10600.TAIR10	train	train
AT1G10610.TAIR10	train	train
AT1G10620.TAIR10	train	train
AT1G10630.TAIR10	train	train
AT1G10640.TAIR10	train	train
AT1G10650.TAIR10	train	train
AT1G10652.TAIR10	train	train
AT1G10657.TAIR10	train	train
AT1G10660.TAIR10	train	train,validation
AT1G10670.TAIR10	train	test,train
AT1G10680.TAIR10	train	train
AT1G10690.TAIR10	validation	validation
AT1G10700.TAIR10	test	test
AT1G10710.TAIR10	train	test,train
AT1G10717.TAIR10	train	train
AT1G10720.TAIR10	train	train
AT1G10730.TAIR10	test	test
AT1G10740.TAIR10	validation	test,validation
AT1G10745.TAIR10	train	train
AT1G10747.TAIR10	test	test
AT1G10750.TAIR10	test	test
AT1G10760.TAIR10	train	train
AT1G10770.TAIR10	train	train
AT1G10780.TAIR10	train	train
AT1G10790.TAIR10	train	train
AT1G10800.TAIR10	train	train
AT1G10810.TAIR10	train	train
AT1G10820.TAIR10	train	train
AT1G10830.TAIR10	train	train
AT1G10840.TAIR10	train	train
AT1G10850.TAIR10	train	train
AT1G10865.TAIR10	train	train
AT1G10870.TAIR10	train	train
AT1G10880.TAIR10	train	train
AT1G10890.TAIR10	train	train
AT1G10900.TAIR10	validation	validation
AT1G10910.TAIR10	train	train
AT1G10920.TAIR10	train	test,train
AT1G10930.TAIR10	validation	validation
AT1G10940.TAIR10	test	test
AT1G10950.TAIR10	train	train
AT1G10960.TAIR10	train	train
AT1G10970.TAIR10	test	test
AT1G10980.TAIR10	train	train
AT1G10990.TAIR10	train	train
AT1G11000.TAIR10	train	train
AT1G11020.TAIR10	train	train
AT1G11040.TAIR10	train	train
AT1G11050.TAIR10	validation	validation
AT1G11060.TAIR10	train	train
AT1G11070.TAIR10	train	train
AT1G11080.TAIR10	train	test,train
AT1G11090.TAIR10	train	train
AT1G11100.TAIR10	train	test,train
AT1G11110.TAIR10	test	test
AT1G11112.TAIR10	train	train
AT1G11120.TAIR10	test	test
AT1G11125.TAIR10	train	train
AT1G11130.TAIR10	train	train
AT1G11145.TAIR10	test	test
AT1G11160.TAIR10	test	test
AT1G11170.TAIR10	train	test,train
AT1G11180.TAIR10	train	train
AT1G11190.TAIR10	train	train
AT1G11200.TAIR10	train	train
AT1G11210.TAIR10	train	train
AT1G11220.TAIR10	train	train
AT1G11230.TAIR10	train	train
AT1G11240.TAIR10	validation	validation
AT1G11250.TAIR10	validation	validation
AT1G11260.TAIR10	train	train
AT1G11270.TAIR10	test	test
AT1G11280.TAIR10	train	test,train
AT1G11290.TAIR10	train	train
AT1G11300.TAIR10	train	train
AT1G11310.TAIR10	train	train
AT1G11320.TAIR10	train	train
AT1G11330.TAIR10	test	test
AT1G11340.TAIR10	validation	validation
AT1G11350.TAIR10	train	train
AT1G11360.TAIR10	train	train
AT1G11362.TAIR10	validation	validation
AT1G11370.TAIR10	train	train
AT1G11380.TAIR10	train	train
AT1G11390.TAIR10	train	train
AT1G11400.TAIR10	train	train
AT1G11410.TAIR10	train	train
AT1G11420.TAIR10	test	test
AT1G11430.TAIR10	train	train
AT1G11440.TAIR10	train	train
AT1G11450.TAIR10	train	test,train
AT1G11460.TAIR10	test	test
AT1G11470.TAIR10	validation	validation
AT1G11475.TAIR10	train	train
AT1G11480.TAIR10	train	test,train
AT1G11490.TAIR10	train	train
AT1G11500.TAIR10	validation	validation
AT1G11510.TAIR10	train	train
AT1G11520.TAIR10	train	train
AT1G11530.TAIR10	test	test
AT1G11540.TAIR10	train	train
AT1G11545.TAIR10	validation	validation
AT1G11560.TAIR10	validation	validation
AT1G11570.TAIR10	train	test,train
AT1G11572.TAIR10	train	train
AT1G11580.TAIR10	train	train
AT1G11590.TAIR10	train	train
AT1G11593.TAIR10	train	train
AT1G11600.TAIR10	train	train
AT1G11608.TAIR10	train	train
AT1G11610.TAIR10	train	train
AT1G11620.TAIR10	test	test
AT1G11630.TAIR10	train	train
AT1G11650.TAIR10	validation	test,validation
AT1G11655.TAIR10	train	train
AT1G11660.TAIR10	test	test
AT1G11670.TAIR10	train	train
AT1G11680.TAIR10	train	train
AT1G11684.TAIR10	train	train
AT1G11690.TAIR10	train	train
AT1G11700.TAIR10	train	train
AT1G11710.TAIR10	train	train
AT1G11720.TAIR10	train	test,train
AT1G11730.TAIR10	train	train
AT1G11740.TAIR10	train	train
AT1G11750.TAIR10	train	train
AT1G11755.TAIR10	test	test
AT1G11760.TAIR10	train	train
AT1G11765.TAIR10	train	train
AT1G11770.TAIR10	train	train
AT1G11780.TAIR10	train	train
AT1G11785.TAIR10	train	train
AT1G11790.TAIR10	train	test,train
AT1G11800.TAIR10	train	train
AT1G11810.TAIR10	train	train
AT1G11820.TAIR10	train	train
AT1G11840.TAIR10	train	train
AT1G11850.TAIR10	train	train
AT1G11860.TAIR10	train	train,validation
AT1G11870.TAIR10	train	test,train
AT1G11880.TAIR10	validation	validation
AT1G11890.TAIR10	train	train
AT1G11900.TAIR10	validation	validation
AT1G11905.TAIR10	train	train,validation
AT1G11910.TAIR10	test	test
AT1G11915.TAIR10	train	train
AT1G11920.TAIR10	train	train
AT1G11925.TAIR10	train	train
AT1G11930.TAIR10	train	train
AT1G11940.TAIR10	train	train
AT1G11950.TAIR10	train	train
AT1G11960.TAIR10	train	train
AT1G11970.TAIR10	train	train
AT1G11980.TAIR10	train	train
AT1G11990.TAIR10	train	train
AT1G12000.TAIR10	train	train
AT1G12010.TAIR10	train	train
AT1G12020.TAIR10	train	train
AT1G12030.TAIR10	test	test
AT1G12040.TAIR10	train	train
AT1G12050.TAIR10	train	train
AT1G12060.TAIR10	validation	validation
AT1G12064.TAIR10	train	train
AT1G12070.TAIR10	train	train
AT1G12080.TAIR10	train	train
AT1G12090.TAIR10	test	test
AT1G12100.TAIR10	test	test
AT1G12110.TAIR10	train	train
AT1G12120.TAIR10	train	train
AT1G12130.TAIR10	train	train
AT1G12140.TAIR10	test	test
AT1G12150.TAIR10	train	train
AT1G12160.TAIR10	train	train
AT1G12170.TAIR10	train	train
AT1G12180.TAIR10	train	train
AT1G12190.TAIR10	train	train
AT1G12200.TAIR10	train	train
AT1G12210.TAIR10	train	train
AT1G12211.TAIR10	train	train
AT1G12220.TAIR10	train	train,validation
AT1G12230.TAIR10	train	train
AT1G12240.TAIR10	train	train
AT1G12244.TAIR10	validation	validation
AT1G12250.TAIR10	train	train,validation
AT1G12260.TAIR10	train	train
AT1G12270.TAIR10	train	train
AT1G12280.TAIR10	train	train
AT1G12290.TAIR10	train	train
AT1G12300.TAIR10	test	test
AT1G12310.TAIR10	train	train
AT1G12320.TAIR10	train	train
AT1G12330.TAIR10	train	train
AT1G12340.TAIR10	train	train
AT1G12350.TAIR10	validation	validation
AT1G12360.TAIR10	train	train
AT1G12370.TAIR10	train	train,validation
AT1G12380.TAIR10	train	train
AT1G12390.TAIR10	validation	validation
AT1G12400.TAIR10	train	train
AT1G12410.TAIR10	train	train
AT1G12411.TAIR10	train	train
AT1G12420.TAIR10	train	train
AT1G12423.TAIR10	train	train
AT1G12430.TAIR10	train	train
AT1G12440.TAIR10	validation	test,validation
AT1G12450.TAIR10	train	train
AT1G12451.TAIR10	train	train
AT1G12460.TAIR10	validation	validation
AT1G12470.TAIR10	test	test
AT1G12480.TAIR10	train	train
AT1G12490.TAIR10	train	train
AT1G12500.TAIR10	train	train
AT1G12520.TAIR10	train	train
AT1G12530.TAIR10	train	train
AT1G12540.TAIR10	train	train
AT1G12550.TAIR10	train	train
AT1G12560.TAIR10	train	train
AT1G12570.TAIR10	train	train
AT1G12580.TAIR10	train	train
AT1G12600.TAIR10	train	train
AT1G12610.TAIR10	test	test
AT1G12620.TAIR10	train	train
AT1G12630.TAIR10	train	train
AT1G12640.TAIR10	test	test
AT1G12650.TAIR10	train	train
AT1G12660.TAIR10	train	train
AT1G12663.TAIR10	train	train
AT1G12665.TAIR10	validation	validation
AT1G12672.TAIR10	train	train,validation
AT1G12680.TAIR10	train	train
AT1G12700.TAIR10	train	train
AT1G12710.TAIR10	train	train
AT1G12730.TAIR10	train	test,train
AT1G12740.TAIR10	train	test,train
AT1G12750.TAIR10	train	train
AT1G12760.TAIR10	train	train
AT1G12770.TAIR10	train	train
AT1G12775.TAIR10	train	train
AT1G12780.TAIR10	validation	validation
AT1G12790.TAIR10	validation	validation
AT1G12800.TAIR10	train	train
AT1G12805.TAIR10	test	test
AT1G12810.TAIR10	train	train,validation
AT1G12820.TAIR10	train	train
AT1G12830.TAIR10	train	train
AT1G12840.TAIR10	test	test
AT1G12845.TAIR10	train	train
AT1G12850.TAIR10	train	train
AT1G12855.TAIR10	validation	validation
AT1G12860.TAIR10	train	train
AT1G12870.TAIR10	train	train
AT1G12880.TAIR10	train	train
AT1G12890.TAIR10	train	train
AT1G12900.TAIR10	train	train
AT1G12910.TAIR10	train	train
AT1G12920.TAIR10	test	test
AT1G12930.TAIR10	train	train
AT1G12938.TAIR10	train	train
AT1G12940.TAIR10	train	train
AT1G12950.TAIR10	test	test
AT1G12960.TAIR10	train	train
AT1G12970.TAIR10	train	train
AT1G12980.TAIR10	train	train
AT1G12990.TAIR10	train	train
AT1G13000.TAIR10	train	train
AT1G13020.TAIR10	train	train
AT1G13030.TAIR10	train	train
AT1G13040.TAIR10	train	train
AT1G13050.TAIR10	train	train
AT1G13060.TAIR10	train	train
AT1G13080.TAIR10	train	train
AT1G13090.TAIR10	train	train
AT1G13100.TAIR10	test	test
AT1G13110.TAIR10	train	train
AT1G13120.TAIR10	train	train
AT1G13130.TAIR10	train	train
AT1G13140.TAIR10	train	train,validation
AT1G13150.TAIR10	train	train
AT1G13160.TAIR10	train	train
AT1G13170.TAIR10	train	test,train
AT1G13180.TAIR10	validation	validation
AT1G13190.TAIR10	train	train
AT1G13195.TAIR10	train	test,train
AT1G13200.TAIR10	train	train
AT1G13210.TAIR10	train	train
AT1G13220.TAIR10	train	train,validation
AT1G13230.TAIR10	train	train
AT1G13245.TAIR10	train	train
AT1G13250.TAIR10	train	train
AT1G13260.TAIR10	test	test
AT1G13270.TAIR10	train	train
AT1G13280.TAIR10	train	train
AT1G13290.TAIR10	train	train
AT1G13300.TAIR10	test	test
AT1G13310.TAIR10	train	train
AT1G13320.TAIR10	train	train
AT1G13330.TAIR10	train	train
AT1G13340.TAIR10	test	test
AT1G13350.TAIR10	train	train
AT1G13360.TAIR10	train	train,validation
AT1G13370.TAIR10	train	train
AT1G13380.TAIR10	test	test
AT1G13390.TAIR10	validation	validation
AT1G13400.TAIR10	validation	validation
AT1G13410.TAIR10	test	test
AT1G13420.TAIR10	train	train
AT1G13430.TAIR10	test	test
AT1G13440.TAIR10	train	train,validation
AT1G13450.TAIR10	train	test,train
AT1G13460.TAIR10	train	train
AT1G13470.TAIR10	train	train
AT1G13480.TAIR10	train	train
AT1G13485.TAIR10	train	train
AT1G13490.TAIR10	train	train
AT1G13500.TAIR10	test	test
AT1G13510.TAIR10	train	train
AT1G13520.TAIR10	test	test
AT1G13530.TAIR10	train	train
AT1G13540.TAIR10	validation	validation
AT1G13550.TAIR10	train	train
AT1G13560.TAIR10	train	train
AT1G13570.TAIR10	train	train
AT1G13580.TAIR10	train	train
AT1G13590.TAIR10	train	train
AT1G13600.TAIR10	test	test
AT1G13605.TAIR10	validation	validation
AT1G13607.TAIR10	train	train
AT1G13608.TAIR10	train	train
AT1G13609.TAIR10	train	train
AT1G13610.TAIR10	validation	validation
AT1G13620.TAIR10	train	train
AT1G13630.TAIR10	train	train
AT1G13635.TAIR10	train	train
AT1G13640.TAIR10	validation	validation
AT1G13650.TAIR10	train	train,validation
AT1G13670.TAIR10	test	test
AT1G13680.TAIR10	test	test
AT1G13690.TAIR10	validation	validation
AT1G13700.TAIR10	train	train
AT1G13710.TAIR10	train	train
AT1G13730.TAIR10	validation	validation
AT1G13740.TAIR10	train	train
AT1G13750.TAIR10	train	train
AT1G13755.TAIR10	train	train
AT1G13760.TAIR10	validation	validation
AT1G13770.TAIR10	train	train
AT1G13780.TAIR10	train	train
AT1G13790.TAIR10	validation	validation
AT1G13800.TAIR10	train	train
AT1G13810.TAIR10	train	train
AT1G13820.TAIR10	train	train
AT1G13830.TAIR10	test	test
AT1G13860.TAIR10	train	train
AT1G13870.TAIR10	train	train
AT1G13880.TAIR10	train	train
AT1G13890.TAIR10	train	train
AT1G13900.TAIR10	train	train
AT1G13910.TAIR10	train	train
AT1G13920.TAIR10	train	train
AT1G13930.TAIR10	train	train
AT1G13940.TAIR10	train	train
AT1G13950.TAIR10	train	train
AT1G13960.TAIR10	train	test,train
AT1G13970.TAIR10	train	train
AT1G13980.TAIR10	train	test,train
AT1G13990.TAIR10	train	test,train
AT1G14000.TAIR10	train	train
AT1G14010.TAIR10	train	train
AT1G14020.TAIR10	test	test
AT1G14030.TAIR10	train	train
AT1G14040.TAIR10	validation	validation
AT1G14048.TAIR10	train	train
AT1G14060.TAIR10	train	train
AT1G14070.TAIR10	train	train
AT1G14080.TAIR10	train	train
AT1G14100.TAIR10	train	train
AT1G14110.TAIR10	train	train
AT1G14120.TAIR10	train	train
AT1G14130.TAIR10	train	train
AT1G14140.TAIR10	train	train
AT1G14150.TAIR10	train	train,validation
AT1G14160.TAIR10	train	train
AT1G14170.TAIR10	train	train
AT1G14180.TAIR10	train	train,validation
AT1G14185.TAIR10	train	train
AT1G14190.TAIR10	train	train
AT1G14200.TAIR10	test	test
AT1G14205.TAIR10	train	train
AT1G14210.TAIR10	train	train
AT1G14220.TAIR10	train	train
AT1G14225.TAIR10	train	train
AT1G14230.TAIR10	validation	validation
AT1G14240.TAIR10	train	train,validation
AT1G14250.TAIR10	train	train
AT1G14260.TAIR10	train	train
AT1G14270.TAIR10	train	train
AT1G14280.TAIR10	train	train
AT1G14290.TAIR10	train	train
AT1G14300.TAIR10	validation	test,validation
AT1G14310.TAIR10	validation	validation
AT1G14315.TAIR10	train	train
AT1G14320.TAIR10	train	test,train
AT1G14330.TAIR10	train	train
AT1G14340.TAIR10	train	train
AT1G14345.TAIR10	train	train
AT1G14350.TAIR10	train	test,train
AT1G14360.TAIR10	test	test
AT1G14370.TAIR10	train	train
AT1G14380.TAIR10	train	train
AT1G14390.TAIR10	train	train
AT1G14400.TAIR10	validation	test,validation
AT1G14410.TAIR10	train	train
AT1G14420.TAIR10	train	train
AT1G14430.TAIR10	train	train
AT1G14440.TAIR10	train	train
AT1G14450.TAIR10	validation	validation
AT1G14455.TAIR10	validation	validation
AT1G14460.TAIR10	train	train
AT1G14470.TAIR10	train	train
AT1G14480.TAIR10	train	train
AT1G14490.TAIR10	train	train
AT1G14500.TAIR10	train	train
AT1G14510.TAIR10	test	test
AT1G14520.TAIR10	train	test,train
AT1G14530.TAIR10	train	train
AT1G14540.TAIR10	test	test
AT1G14549.TAIR10	train	train
AT1G14550.TAIR10	train	train
AT1G14560.TAIR10	train	train
AT1G14570.TAIR10	train	train
AT1G14580.TAIR10	train	train
AT1G14590.TAIR10	train	train
AT1G14600.TAIR10	train	train
AT1G14610.TAIR10	train	train
AT1G14620.TAIR10	train	train,validation
AT1G14630.TAIR10	train	train
AT1G14640.TAIR10	train	train
AT1G14642.TAIR10	train	train
AT1G14650.TAIR10	train	train
AT1G14660.TAIR10	train	test,train
AT1G14670.TAIR10	train	train
AT1G14680.TAIR10	train	train
AT1G14685.TAIR10	train	train
AT1G14686.TAIR10	train	train
AT1G14687.TAIR10	test	test
AT1G14688.TAIR10	train	train
AT1G14690.TAIR10	train	train
AT1G14700.TAIR10	train	train
AT1G14710.TAIR10	train	test,train
AT1G14720.TAIR10	test	test
AT1G14730.TAIR10	train	train
AT1G14740.TAIR10	train	train
AT1G14750.TAIR10	train	train
AT1G14755.TAIR10	train	train
AT1G14760.TAIR10	train	train
AT1G14770.TAIR10	train	train
AT1G14780.TAIR10	test	test
AT1G14790.TAIR10	train	train
